Time Step,Stress Ratio,Stress Ratio Change
1742,0.327091167,6.92E-06
1743,0.32709525,4.08E-06
1744,0.327102083,6.83E-06
1745,0.32710925,7.17E-06
1746,0.327112833,3.58E-06
1747,0.327119583,6.75E-06
1748,0.327124333,4.75E-06
1749,0.327130083,5.75E-06
1750,0.327139333,9.25E-06
1751,0.327142667,3.33E-06
1752,0.327147833,5.17E-06
1753,0.3271545,6.67E-06
1754,0.327157167,2.67E-06
1755,0.32716475,7.58E-06
1756,0.3271735,8.75E-06
1757,0.327156667,-1.68E-05
1758,0.327164167,7.50E-06
1759,0.327172917,8.75E-06
1760,0.327173333,4.16E-07
1761,0.327182417,9.08E-06
1762,0.327187333,4.92E-06
1763,0.32719075,3.42E-06
1764,0.327197,6.25E-06
1765,0.327206833,9.83E-06
1766,0.327211333,4.50E-06
1767,0.327221417,1.01E-05
1768,0.327225167,3.75E-06
1769,0.3272275,2.33E-06
1770,0.32723825,1.08E-05
1771,0.327241,2.75E-06
1772,0.32724525,4.25E-06
1773,0.3272555,1.02E-05
1774,0.327258917,3.42E-06
1775,0.327265,6.08E-06
1776,0.3272725,7.50E-06
1777,0.327276083,3.58E-06
1778,0.32728325,7.17E-06
1779,0.327289,5.75E-06
1780,0.327290083,1.08E-06
1781,0.327300583,1.05E-05
1782,0.32730475,4.17E-06
1783,0.327308417,3.67E-06
1784,0.327318083,9.67E-06
1785,0.327321417,3.33E-06
1786,0.327327333,5.92E-06
1787,0.3273365,9.17E-06
1788,0.327338583,2.08E-06
1789,0.327345833,7.25E-06
1790,0.327354333,8.50E-06
1791,0.327355167,8.34E-07
1792,0.327361583,6.42E-06
1793,0.327369,7.42E-06
1794,0.327371167,2.17E-06
1795,0.327377667,6.50E-06
1796,0.32738525,7.58E-06
1797,0.327390167,4.92E-06
1798,0.327396083,5.92E-06
1799,0.3274015,5.42E-06
1800,0.327407,5.50E-06
1801,0.327413667,6.67E-06
1802,0.327417583,3.92E-06
1803,0.327423417,5.83E-06
1804,0.3274315,8.08E-06
1805,0.327433167,1.67E-06
1806,0.32743975,6.58E-06
1807,0.327448667,8.92E-06
1808,0.327449583,9.16E-07
1809,0.327457667,8.08E-06
1810,0.327464667,7.00E-06
1811,0.327468,3.33E-06
1812,0.327476667,8.67E-06
1813,0.32748175,5.08E-06
1814,0.327485,3.25E-06
1815,0.327495,10.00E-06
1816,0.327498333,3.33E-06
1817,0.327498917,5.84E-07
1818,0.327510333,1.14E-05
1819,0.327511417,1.08E-06
1820,0.327515833,4.42E-06
1821,0.327525917,1.01E-05
1822,0.32752925,3.33E-06
1823,0.327534333,5.08E-06
1824,0.327541833,7.50E-06
1825,0.327544167,2.33E-06
1826,0.327552167,8.00E-06
1827,0.327558,5.83E-06
1828,0.327562,4.00E-06
1829,0.327573333,1.13E-05
1830,0.32757525,1.92E-06
1831,0.327579917,4.67E-06
1832,0.3275895,9.58E-06
1833,0.327590833,1.33E-06
1834,0.327598333,7.50E-06
1835,0.327607083,8.75E-06
1836,0.32760775,6.67E-07
1837,0.327615583,7.83E-06
1838,0.327622583,7.00E-06
1839,0.327624417,1.83E-06
1840,0.3276325,8.08E-06
1841,0.327634167,1.67E-06
1842,0.3276365,2.33E-06
1843,0.327644917,8.42E-06
1844,0.327648,3.08E-06
1845,0.327651417,3.42E-06
1846,0.327659583,8.17E-06
1847,0.327663417,3.83E-06
1848,0.327668917,5.50E-06
1849,0.327677667,8.75E-06
1850,0.327679917,2.25E-06
1851,0.327689083,9.17E-06
1852,0.327695167,6.08E-06
1853,0.327697083,1.92E-06
1854,0.327705667,8.58E-06
1855,0.327710917,5.25E-06
1856,0.327714917,4.00E-06
1857,0.327722333,7.42E-06
1858,0.327724417,2.08E-06
1859,0.32773025,5.83E-06
1860,0.327739833,9.58E-06
1861,0.327740833,1.00E-06
1862,0.32773875,-2.08E-06
1863,0.327746333,7.58E-06
1864,0.3277475,1.17E-06
1865,0.32775575,8.25E-06
1866,0.32776175,6.00E-06
1867,0.327766,4.25E-06
1868,0.327774417,8.42E-06
1869,0.327778333,3.92E-06
1870,0.327784167,5.83E-06
1871,0.327791583,7.42E-06
1872,0.327793333,1.75E-06
1873,0.327802583,9.25E-06
1874,0.327808167,5.58E-06
1875,0.327808583,4.16E-07
1876,0.3278145,5.92E-06
1877,0.32782025,5.75E-06
1878,0.327826333,6.08E-06
1879,0.327834667,8.33E-06
1880,0.327837167,2.50E-06
1881,0.327841417,4.25E-06
1882,0.327839083,-2.33E-06
1883,0.327837917,-1.17E-06
1884,0.3278475,9.58E-06
1885,0.32785475,7.25E-06
1886,0.327856917,2.17E-06
1887,0.327865833,8.92E-06
1888,0.327871583,5.75E-06
1889,0.327871917,3.34E-07
1890,0.327882833,1.09E-05
1891,0.327887667,4.83E-06
1892,0.327889833,2.17E-06
1893,0.3278985,8.67E-06
1894,0.327903417,4.92E-06
1895,0.327906417,3.00E-06
1896,0.32791675,1.03E-05
1897,0.327922167,5.42E-06
1898,0.327924667,2.50E-06
1899,0.3279375,1.28E-05
1900,0.327940583,3.08E-06
1901,0.327941833,1.25E-06
1902,0.3279525,1.07E-05
1903,0.3279555,3.00E-06
1904,0.327958083,2.58E-06
1905,0.327966833,8.75E-06
1906,0.327970583,3.75E-06
1907,0.327974417,3.83E-06
1908,0.327982583,8.17E-06
1909,0.3279855,2.92E-06
1910,0.327990833,5.33E-06
1911,0.3279965,5.67E-06
1912,0.327997583,1.08E-06
1913,0.328007917,1.03E-05
1914,0.328015,7.08E-06
1915,0.328015833,8.33E-07
1916,0.328022333,6.50E-06
1917,0.328029417,7.08E-06
1918,0.3280325,3.08E-06
1919,0.328038583,6.08E-06
1920,0.328046417,7.83E-06
1921,0.32804975,3.33E-06
1922,0.328057417,7.67E-06
1923,0.328062583,5.17E-06
1924,0.328065583,3.00E-06
1925,0.328074917,9.33E-06
1926,0.328077667,2.75E-06
1927,0.328073667,-4.00E-06
1928,0.32808225,8.58E-06
1929,0.32808375,1.50E-06
1930,0.328085417,1.67E-06
1931,0.328091917,6.50E-06
1932,0.3280975,5.58E-06
1933,0.328103167,5.67E-06
1934,0.328109083,5.92E-06
1935,0.328116833,7.75E-06
1936,0.328123583,6.75E-06
1937,0.328125333,1.75E-06
1938,0.3281325,7.17E-06
1939,0.328142833,1.03E-05
1940,0.328147,4.17E-06
1941,0.328151333,4.33E-06
1942,0.328156833,5.50E-06
1943,0.328163417,6.58E-06
1944,0.328168583,5.17E-06
1945,0.32817425,5.67E-06
1946,0.328179583,5.33E-06
1947,0.328187083,7.50E-06
1948,0.328188917,1.83E-06
1949,0.328191083,2.17E-06
1950,0.328200167,9.08E-06
1951,0.328202083,1.92E-06
1952,0.328208333,6.25E-06
1953,0.32821375,5.42E-06
1954,0.328221583,7.83E-06
1955,0.328231833,1.02E-05
1956,0.3282385,6.67E-06
1957,0.32824325,4.75E-06
1958,0.328256917,1.37E-05
1959,0.328258667,1.75E-06
1960,0.328264917,6.25E-06
1961,0.32827325,8.33E-06
1962,0.328275667,2.42E-06
1963,0.328281167,5.50E-06
1964,0.32828775,6.58E-06
1965,0.32829325,5.50E-06
1966,0.328299167,5.92E-06
1967,0.328304,4.83E-06
1968,0.328310333,6.33E-06
1969,0.328317917,7.58E-06
1970,0.328320333,2.42E-06
1971,0.328326333,6.00E-06
1972,0.3283375,1.12E-05
1973,0.328337917,4.17E-07
1974,0.328344833,6.92E-06
1975,0.328353417,8.58E-06
1976,0.328353333,-8.40E-08
1977,0.3283615,8.17E-06
1978,0.3283675,6.00E-06
1979,0.328370917,3.42E-06
1980,0.32839175,2.08E-05
1981,0.328396417,4.67E-06
1982,0.32840175,5.33E-06
1983,0.328408667,6.92E-06
1984,0.328414083,5.42E-06
1985,0.328418833,4.75E-06
1986,0.32842825,9.42E-06
1987,0.328428917,6.67E-07
1988,0.328436917,8.00E-06
1989,0.328445417,8.50E-06
1990,0.328445917,5.00E-07
1991,0.328452333,6.42E-06
1992,0.328460333,8.00E-06
1993,0.328465,4.67E-06
1994,0.328469917,4.92E-06
1995,0.328477583,7.67E-06
1996,0.328482833,5.25E-06
1997,0.328488833,6.00E-06
1998,0.328492917,4.08E-06
1999,0.3284995,6.58E-06
2000,0.328507583,8.08E-06
2001,0.328507083,-5.00E-07
2002,0.3285155,8.42E-06
2003,0.32852375,8.25E-06
2004,0.328525333,1.58E-06
2005,0.328533083,7.75E-06
2006,0.328538583,5.50E-06
2007,0.328545417,6.83E-06
2008,0.3285505,5.08E-06
2009,0.328554667,4.17E-06
2010,0.328556333,1.67E-06
2011,0.3285625,6.17E-06
2012,0.328566333,3.83E-06
2013,0.3285725,6.17E-06
2014,0.3285805,8.00E-06
2015,0.328582,1.50E-06
2016,0.32858875,6.75E-06
2017,0.328595083,6.33E-06
2018,0.328599917,4.83E-06
2019,0.32860725,7.33E-06
2020,0.328611583,4.33E-06
2021,0.328618167,6.58E-06
2022,0.328621583,3.42E-06
2023,0.32862725,5.67E-06
2024,0.328635667,8.42E-06
2025,0.32864075,5.08E-06
2026,0.328645583,4.83E-06
2027,0.32865225,6.67E-06
2028,0.32865775,5.50E-06
2029,0.328660917,3.17E-06
2030,0.32866825,7.33E-06
2031,0.328675583,7.33E-06
2032,0.328679333,3.75E-06
2033,0.328683833,4.50E-06
2034,0.328690583,6.75E-06
2035,0.328697083,6.50E-06
2036,0.328701583,4.50E-06
2037,0.328707417,5.83E-06
2038,0.328715083,7.67E-06
2039,0.328718333,3.25E-06
2040,0.32872375,5.42E-06
2041,0.32873075,7.00E-06
2042,0.328733333,2.58E-06
2043,0.328740417,7.08E-06
2044,0.32874575,5.33E-06
2045,0.328750583,4.83E-06
2046,0.328758917,8.33E-06
2047,0.328764083,5.17E-06
2048,0.328768333,4.25E-06
2049,0.328776667,8.33E-06
2050,0.32878125,4.58E-06
2051,0.328785583,4.33E-06
2052,0.328795083,9.50E-06
2053,0.328795583,5.00E-07
2054,0.328802917,7.33E-06
2055,0.328811667,8.75E-06
2056,0.328812917,1.25E-06
2057,0.328820667,7.75E-06
2058,0.328826,5.33E-06
2059,0.32882975,3.75E-06
2060,0.32883875,9.00E-06
2061,0.328842333,3.58E-06
2062,0.328846333,4.00E-06
2063,0.328854833,8.50E-06
2064,0.328849917,-4.92E-06
2065,0.328849083,-8.34E-07
2066,0.328859583,1.05E-05
2067,0.328860167,5.84E-07
2068,0.328868667,8.50E-06
2069,0.328877417,8.75E-06
2070,0.328877917,5.00E-07
2071,0.328885083,7.17E-06
2072,0.3288915,6.42E-06
2073,0.328895833,4.33E-06
2074,0.328902917,7.08E-06
2075,0.328907667,4.75E-06
2076,0.32891375,6.08E-06
2077,0.328919917,6.17E-06
2078,0.32892425,4.33E-06
2079,0.3289295,5.25E-06
2080,0.328939333,9.83E-06
2081,0.328945583,6.25E-06
2082,0.328953583,8.00E-06
2083,0.328954917,1.33E-06
2084,0.328961167,6.25E-06
2085,0.328968083,6.92E-06
2086,0.328972833,4.75E-06
2087,0.328972583,-2.50E-07
2088,0.328976167,3.58E-06
2089,0.328985417,9.25E-06
2090,0.328986333,9.16E-07
2091,0.32899275,6.42E-06
2092,0.329002083,9.33E-06
2093,0.329003667,1.58E-06
2094,0.329009833,6.17E-06
2095,0.32901875,8.92E-06
2096,0.329021167,2.42E-06
2097,0.329028583,7.42E-06
2098,0.329035167,6.58E-06
2099,0.329037083,1.92E-06
2100,0.329046417,9.33E-06
2101,0.3290505,4.08E-06
2102,0.329054917,4.42E-06
2103,0.329063417,8.50E-06
2104,0.329065,1.58E-06
2105,0.329071083,6.08E-06
2106,0.329081083,1.00E-05
2107,0.32907925,-1.83E-06
2108,0.329088417,9.17E-06
2109,0.32909625,7.83E-06
2110,0.329095917,-3.33E-07
2111,0.329104,8.08E-06
2112,0.329112667,8.67E-06
2113,0.329115667,3.00E-06
2114,0.329122167,6.50E-06
2115,0.329127417,5.25E-06
2116,0.329134833,7.42E-06
2117,0.329140167,5.33E-06
2118,0.3291435,3.33E-06
2119,0.3291505,7.00E-06
2120,0.329155,4.50E-06
2121,0.329160333,5.33E-06
2122,0.329165167,4.83E-06
2123,0.329171583,6.42E-06
2124,0.3291765,4.92E-06
2125,0.329182833,6.33E-06
2126,0.329186917,4.08E-06
2127,0.32919275,5.83E-06
2128,0.32919725,4.50E-06
2129,0.32920225,5.00E-06
2130,0.329211417,9.17E-06
2131,0.329212167,7.50E-07
2132,0.329218667,6.50E-06
2133,0.329229,1.03E-05
2134,0.3292285,-5.00E-07
2135,0.329235583,7.08E-06
2136,0.329244833,9.25E-06
2137,0.329247667,2.83E-06
2138,0.32925575,8.08E-06
2139,0.32926075,5.00E-06
2140,0.329265917,5.17E-06
2141,0.329272,6.08E-06
2142,0.329277,5.00E-06
2143,0.32928375,6.75E-06
2144,0.3292915,7.75E-06
2145,0.329294333,2.83E-06
2146,0.329299833,5.50E-06
2147,0.329308583,8.75E-06
2148,0.329313,4.42E-06
2149,0.329318667,5.67E-06
2150,0.329324417,5.75E-06
2151,0.329329333,4.92E-06
2152,0.329333667,4.33E-06
2153,0.32933825,4.58E-06
2154,0.3293475,9.25E-06
2155,0.329348167,6.67E-07
2156,0.32935525,7.08E-06
2157,0.329365083,9.83E-06
2158,0.329366167,1.08E-06
2159,0.32937175,5.58E-06
2160,0.329380167,8.42E-06
2161,0.329383333,3.17E-06
2162,0.329390417,7.08E-06
2163,0.329389,-1.42E-06
2164,0.329400167,1.12E-05
2165,0.329400333,1.66E-07
2166,0.32941,9.67E-06
2167,0.3294155,5.50E-06
2168,0.329413417,-2.08E-06
2169,0.329421167,7.75E-06
2170,0.329428333,7.17E-06
2171,0.32942975,1.42E-06
2172,0.3294365,6.75E-06
2173,0.329436583,8.30E-08
2174,0.329444167,7.58E-06
2175,0.329445583,1.42E-06
2176,0.32945325,7.67E-06
2177,0.32945825,5.00E-06
2178,0.32946375,5.50E-06
2179,0.329467167,3.42E-06
2180,0.329474417,7.25E-06
2181,0.329480833,6.42E-06
2182,0.329485,4.17E-06
2183,0.3294895,4.50E-06
2184,0.32949625,6.75E-06
2185,0.329488167,-8.08E-06
2186,0.329493167,5.00E-06
2187,0.329498417,5.25E-06
2188,0.329500833,2.42E-06
2189,0.329507417,6.58E-06
2190,0.329511833,4.42E-06
2191,0.329513417,1.58E-06
2192,0.32950725,-6.17E-06
2193,0.328630417,-0.000876833
2194,0.327204917,-0.0014255
2195,0.32595475,-0.001250167
2196,0.325373583,-0.000581167
2197,0.325561,0.000187417
2198,0.325216167,-0.000344833
2199,0.3238945,-0.001321667
2200,0.323117083,-0.000777417
2201,0.323095333,-2.18E-05
2202,0.323562417,0.000467084
2203,0.32346525,-9.72E-05
2204,0.323588167,0.000122917
2205,0.323835583,0.000247416
2206,0.324102583,0.000267
2207,0.324414167,0.000311584
2208,0.324600083,0.000185916
2209,0.32480025,0.000200167
2210,0.3250005,0.00020025
2211,0.325171667,0.000171167
2212,0.325307333,0.000135666
2213,0.325434667,0.000127334
2214,0.3255345,9.98E-05
2215,0.325624583,9.01E-05
2216,0.325708583,8.40E-05
2217,0.325772667,6.41E-05
2218,0.325843083,7.04E-05
2219,0.32588625,4.32E-05
2220,0.325943417,5.72E-05
2221,0.3259775,3.41E-05
2222,0.326014,3.65E-05
2223,0.326042667,2.87E-05
2224,0.32606825,2.56E-05
2225,0.3260935,2.52E-05
2226,0.326113917,2.04E-05
2227,0.326136,2.21E-05
2228,0.326151583,1.56E-05
2229,0.326169917,1.83E-05
2230,0.326184333,1.44E-05
2231,0.326196667,1.23E-05
2232,0.32620425,7.58E-06
2233,0.326217417,1.32E-05
2234,0.32623,1.26E-05
2235,0.326235917,5.92E-06
2236,0.326245583,9.67E-06
2237,0.326260167,1.46E-05
2238,0.326267083,6.92E-06
2239,0.326274333,7.25E-06
2240,0.326282833,8.50E-06
2241,0.3262915,8.67E-06
2242,0.32629675,5.25E-06
2243,0.326302917,6.17E-06
2244,0.326308917,6.00E-06
2245,0.326316333,7.42E-06
2246,0.326322083,5.75E-06
2247,0.32633,7.92E-06
2248,0.326336,6.00E-06
2249,0.326342,6.00E-06
2250,0.326347417,5.42E-06
2251,0.32635375,6.33E-06
2252,0.326359333,5.58E-06
2253,0.3263655,6.17E-06
2254,0.32637225,6.75E-06
2255,0.326379333,7.08E-06
2256,0.3263855,6.17E-06
2257,0.326391667,6.17E-06
2258,0.326396167,4.50E-06
2259,0.326402333,6.17E-06
2260,0.326408667,6.33E-06
2261,0.326413833,5.17E-06
2262,0.32642125,7.42E-06
2263,0.326426917,5.67E-06
2264,0.32643225,5.33E-06
2265,0.326437167,4.92E-06
2266,0.3264435,6.33E-06
2267,0.326448583,5.08E-06
2268,0.326453333,4.75E-06
2269,0.32645975,6.42E-06
2270,0.326458333,-1.42E-06
2271,0.32646425,5.92E-06
2272,0.326470083,5.83E-06
2273,0.326475833,5.75E-06
2274,0.3264805,4.67E-06
2275,0.3264865,6.00E-06
2276,0.326490667,4.17E-06
2277,0.326504917,1.42E-05
2278,0.32651075,5.83E-06
2279,0.326516333,5.58E-06
2280,0.326521333,5.00E-06
2281,0.326525917,4.58E-06
2282,0.326530083,4.17E-06
2283,0.32653075,6.67E-07
2284,0.3265285,-2.25E-06
2285,0.32653275,4.25E-06
2286,0.326540583,7.83E-06
2287,0.32654625,5.67E-06
2288,0.326553833,7.58E-06
2289,0.32655875,4.92E-06
2290,0.32656475,6.00E-06
2291,0.326573,8.25E-06
2292,0.3265795,6.50E-06
2293,0.326587083,7.58E-06
2294,0.326593583,6.50E-06
2295,0.326598917,5.33E-06
2296,0.326603583,4.67E-06
2297,0.3266065,2.92E-06
2298,0.326611917,5.42E-06
2299,0.326619083,7.17E-06
2300,0.326624667,5.58E-06
2301,0.326629583,4.92E-06
2302,0.32663475,5.17E-06
2303,0.32663675,2.00E-06
2304,0.326643667,6.92E-06
2305,0.326649583,5.92E-06
2306,0.326653417,3.83E-06
2307,0.32665975,6.33E-06
2308,0.326664583,4.83E-06
2309,0.326669667,5.08E-06
2310,0.326676833,7.17E-06
2311,0.326681083,4.25E-06
2312,0.326687667,6.58E-06
2313,0.326693667,6.00E-06
2314,0.3266965,2.83E-06
2315,0.326702583,6.08E-06
2316,0.326709333,6.75E-06
2317,0.326713917,4.58E-06
2318,0.326719,5.08E-06
2319,0.326723667,4.67E-06
2320,0.326728583,4.92E-06
2321,0.326733667,5.08E-06
2322,0.326740333,6.67E-06
2323,0.326746417,6.08E-06
2324,0.32675225,5.83E-06
2325,0.32675675,4.50E-06
2326,0.326761667,4.92E-06
2327,0.32676175,8.30E-08
2328,0.32676925,7.50E-06
2329,0.32677375,4.50E-06
2330,0.3267785,4.75E-06
2331,0.326785167,6.67E-06
2332,0.326789333,4.17E-06
2333,0.32679525,5.92E-06
2334,0.326800833,5.58E-06
2335,0.326805667,4.83E-06
2336,0.326812583,6.92E-06
2337,0.326816917,4.33E-06
2338,0.326823417,6.50E-06
2339,0.32682875,5.33E-06
2340,0.326834083,5.33E-06
2341,0.326838,3.92E-06
2342,0.32684125,3.25E-06
2343,0.32684175,5.00E-07
2344,0.326837917,-3.83E-06
2345,0.326844333,6.42E-06
2346,0.326836917,-7.42E-06
2347,0.326837417,5.00E-07
2348,0.326844583,7.17E-06
2349,0.326851167,6.58E-06
2350,0.326859083,7.92E-06
2351,0.326866083,7.00E-06
2352,0.326873083,7.00E-06
2353,0.326882,8.92E-06
2354,0.326887333,5.33E-06
2355,0.326892417,5.08E-06
2356,0.326897917,5.50E-06
2357,0.3269035,5.58E-06
2358,0.326910083,6.58E-06
2359,0.326916417,6.33E-06
2360,0.326920833,4.42E-06
2361,0.326926917,6.08E-06
2362,0.32693225,5.33E-06
2363,0.326938,5.75E-06
2364,0.326944417,6.42E-06
2365,0.326950583,6.17E-06
2366,0.326954667,4.08E-06
2367,0.326961667,7.00E-06
2368,0.3269665,4.83E-06
2369,0.326971167,4.67E-06
2370,0.326976667,5.50E-06
2371,0.326947667,-2.90E-05
2372,0.326952917,5.25E-06
2373,0.326958917,6.00E-06
2374,0.32696425,5.33E-06
2375,0.32697,5.75E-06
2376,0.32697525,5.25E-06
2377,0.32698125,6.00E-06
2378,0.326987417,6.17E-06
2379,0.326992,4.58E-06
2380,0.32699775,5.75E-06
2381,0.327003583,5.83E-06
2382,0.327008833,5.25E-06
2383,0.327014667,5.83E-06
2384,0.32702,5.33E-06
2385,0.3270245,4.50E-06
2386,0.327031167,6.67E-06
2387,0.327037,5.83E-06
2388,0.327043417,6.42E-06
2389,0.32704775,4.33E-06
2390,0.327052583,4.83E-06
2391,0.32705875,6.17E-06
2392,0.3270645,5.75E-06
2393,0.32706925,4.75E-06
2394,0.327075333,6.08E-06
2395,0.327080833,5.50E-06
2396,0.32708575,4.92E-06
2397,0.32709225,6.50E-06
2398,0.327098333,6.08E-06
2399,0.32710225,3.92E-06
2400,0.32710975,7.50E-06
2401,0.32711375,4.00E-06
2402,0.327120917,7.17E-06
2403,0.327125667,4.75E-06
2404,0.327131333,5.67E-06
2405,0.327137333,6.00E-06
2406,0.327142,4.67E-06
2407,0.327146083,4.08E-06
2408,0.327151167,5.08E-06
2409,0.327158667,7.50E-06
2410,0.3271645,5.83E-06
2411,0.3271555,-9.00E-06
2412,0.3271605,5.00E-06
2413,0.327166333,5.83E-06
2414,0.327171583,5.25E-06
2415,0.32717775,6.17E-06
2416,0.32718275,5.00E-06
2417,0.32718725,4.50E-06
2418,0.32719275,5.50E-06
2419,0.327198583,5.83E-06
2420,0.32720375,5.17E-06
2421,0.327209333,5.58E-06
2422,0.32721575,6.42E-06
2423,0.327221167,5.42E-06
2424,0.32722575,4.58E-06
2425,0.327231167,5.42E-06
2426,0.327235667,4.50E-06
2427,0.327241917,6.25E-06
2428,0.327247333,5.42E-06
2429,0.327253417,6.08E-06
2430,0.327258833,5.42E-06
2431,0.327263917,5.08E-06
2432,0.327269833,5.92E-06
2433,0.327276333,6.50E-06
2434,0.327281,4.67E-06
2435,0.327286,5.00E-06
2436,0.32729175,5.75E-06
2437,0.32729625,4.50E-06
2438,0.327303083,6.83E-06
2439,0.327309917,6.83E-06
2440,0.327316167,6.25E-06
2441,0.32732175,5.58E-06
2442,0.327327333,5.58E-06
2443,0.327331583,4.25E-06
2444,0.327335833,4.25E-06
2445,0.327342333,6.50E-06
2446,0.327349417,7.08E-06
2447,0.3273545,5.08E-06
2448,0.327360583,6.08E-06
2449,0.327365167,4.58E-06
2450,0.327369667,4.50E-06
2451,0.327375083,5.42E-06
2452,0.327380417,5.33E-06
2453,0.327384917,4.50E-06
2454,0.32738225,-2.67E-06
2455,0.327349167,-3.31E-05
2456,0.326751667,-0.0005975
2457,0.326706667,-4.50E-05
2458,0.32675275,4.61E-05
2459,0.326538583,-0.000214167
2460,0.326520417,-1.82E-05
2461,0.326680917,0.0001605
2462,0.3267145,3.36E-05
2463,0.3266905,-2.40E-05
2464,0.326700083,9.58E-06
2465,0.326755667,5.56E-05
2466,0.326788167,3.25E-05
2467,0.326786833,-1.33E-06
2468,0.3268215,3.47E-05
2469,0.32683625,1.48E-05
2470,0.326855167,1.89E-05
2471,0.3268735,1.83E-05
2472,0.326884833,1.13E-05
2473,0.3268975,1.27E-05
2474,0.326904083,6.58E-06
2475,0.326925167,2.11E-05
2476,0.326936083,1.09E-05
2477,0.326936167,8.40E-08
2478,0.326946167,1.00E-05
2479,0.32695425,8.08E-06
2480,0.326961333,7.08E-06
2481,0.326969167,7.83E-06
2482,0.326979,9.83E-06
2483,0.326987167,8.17E-06
2484,0.326993833,6.67E-06
2485,0.327002,8.17E-06
2486,0.327008833,6.83E-06
2487,0.327014583,5.75E-06
2488,0.327021667,7.08E-06
2489,0.327026417,4.75E-06
2490,0.327032167,5.75E-06
2491,0.327038083,5.92E-06
2492,0.327043083,5.00E-06
2493,0.327049083,6.00E-06
2494,0.327054417,5.33E-06
2495,0.32706,5.58E-06
2496,0.327066667,6.67E-06
2497,0.32707375,7.08E-06
2498,0.3270775,3.75E-06
2499,0.327083917,6.42E-06
2500,0.32708975,5.83E-06
2501,0.327096583,6.83E-06
2502,0.327101167,4.58E-06
2503,0.327107667,6.50E-06
2504,0.327112917,5.25E-06
2505,0.327109083,-3.83E-06
2506,0.3271145,5.42E-06
2507,0.327121,6.50E-06
2508,0.327126333,5.33E-06
2509,0.3271325,6.17E-06
2510,0.327137,4.50E-06
2511,0.3271425,5.50E-06
2512,0.327149833,7.33E-06
2513,0.327154333,4.50E-06
2514,0.3271615,7.17E-06
2515,0.327167417,5.92E-06
2516,0.327172,4.58E-06
2517,0.327176667,4.67E-06
2518,0.327183333,6.67E-06
2519,0.327189167,5.83E-06
2520,0.327194917,5.75E-06
2521,0.3272015,6.58E-06
2522,0.327206667,5.17E-06
2523,0.327210833,4.17E-06
2524,0.327216417,5.58E-06
2525,0.3272225,6.08E-06
2526,0.327229083,6.58E-06
2527,0.327234833,5.75E-06
2528,0.327240917,6.08E-06
2529,0.32724625,5.33E-06
2530,0.327251583,5.33E-06
2531,0.327257333,5.75E-06
2532,0.32726275,5.42E-06
2533,0.327238667,-2.41E-05
2534,0.327245417,6.75E-06
2535,0.32725175,6.33E-06
2536,0.3272585,6.75E-06
2537,0.327264583,6.08E-06
2538,0.32727,5.42E-06
2539,0.327275917,5.92E-06
2540,0.327281667,5.75E-06
2541,0.32728525,3.58E-06
2542,0.327289917,4.67E-06
2543,0.327296917,7.00E-06
2544,0.32730275,5.83E-06
2545,0.32730875,6.00E-06
2546,0.327313833,5.08E-06
2547,0.32731875,4.92E-06
2548,0.327323583,4.83E-06
2549,0.32733025,6.67E-06
2550,0.327335167,4.92E-06
2551,0.327339667,4.50E-06
2552,0.3273445,4.83E-06
2553,0.327352333,7.83E-06
2554,0.327358583,6.25E-06
2555,0.327362833,4.25E-06
2556,0.327367583,4.75E-06
2557,0.32737475,7.17E-06
2558,0.32737975,5.00E-06
2559,0.327384833,5.08E-06
2560,0.3273905,5.67E-06
2561,0.327394917,4.42E-06
2562,0.327401417,6.50E-06
2563,0.327407,5.58E-06
2564,0.327413583,6.58E-06
2565,0.327417083,3.50E-06
2566,0.3274225,5.42E-06
2567,0.327427167,4.67E-06
2568,0.327430667,3.50E-06
2569,0.327431917,1.25E-06
2570,0.32743075,-1.17E-06
2571,0.327418417,-1.23E-05
2572,0.327278417,-0.00014
2573,0.327159833,-0.000118584
2574,0.326991083,-0.00016875
2575,0.326999167,8.08E-06
2576,0.32712825,0.000129083
2577,0.32715525,2.70E-05
2578,0.327095833,-5.94E-05
2579,0.32706275,-3.31E-05
2580,0.327092,2.92E-05
2581,0.327099167,7.17E-06
2582,0.327115083,1.59E-05
2583,0.327123333,8.25E-06
2584,0.327124667,1.33E-06
2585,0.327121917,-2.75E-06
2586,0.3271355,1.36E-05
2587,0.3271445,9.00E-06
2588,0.3271425,-2.00E-06
2589,0.327148833,6.33E-06
2590,0.3271585,9.67E-06
2591,0.327168167,9.67E-06
2592,0.327154,-1.42E-05
2593,0.327158833,4.83E-06
2594,0.327164333,5.50E-06
2595,0.3271715,7.17E-06
2596,0.327178917,7.42E-06
2597,0.327182583,3.67E-06
2598,0.327188083,5.50E-06
2599,0.327194083,6.00E-06
2600,0.327200833,6.75E-06
2601,0.327206167,5.33E-06
2602,0.327210917,4.75E-06
2603,0.327216917,6.00E-06
2604,0.327222417,5.50E-06
2605,0.327222,-4.17E-07
2606,0.327227667,5.67E-06
2607,0.327233583,5.92E-06
2608,0.32723825,4.67E-06
2609,0.32724475,6.50E-06
2610,0.327250583,5.83E-06
2611,0.327255667,5.08E-06
2612,0.32726125,5.58E-06
2613,0.327266333,5.08E-06
2614,0.327272417,6.08E-06
2615,0.327277833,5.42E-06
2616,0.327293333,1.55E-05
