Time Step,Stress Ratio,Stress Ratio Change
16373,0.298340317,-0.000187808
16374,0.298282367,-5.80E-05
16375,0.298358233,7.59E-05
16376,0.298304817,-5.34E-05
16377,0.298276225,-2.86E-05
16378,0.29831145,3.52E-05
16379,0.2983061,-5.35E-06
16380,0.298269642,-3.65E-05
16381,0.298273367,3.73E-06
16382,0.298284017,1.07E-05
16383,0.298289642,5.63E-06
16384,0.298285067,-4.58E-06
16385,0.298292767,7.70E-06
16386,0.298295825,3.06E-06
16387,0.298294775,-1.05E-06
16388,0.298300833,6.06E-06
16389,0.298311308,1.05E-05
16390,0.298314408,3.10E-06
16391,0.298312533,-1.87E-06
16392,0.29832205,9.52E-06
16393,0.298318617,-3.43E-06
16394,0.298320192,1.57E-06
16395,0.29832735,7.16E-06
16396,0.298329475,2.13E-06
16397,0.298334925,5.45E-06
16398,0.298337908,2.98E-06
16399,0.298343492,5.58E-06
16400,0.298349325,5.83E-06
16401,0.298355675,6.35E-06
16402,0.298361117,5.44E-06
16403,0.298367267,6.15E-06
16404,0.298373917,6.65E-06
16405,0.298378183,4.27E-06
16406,0.298384725,6.54E-06
16407,0.298388775,4.05E-06
16408,0.2983958,7.02E-06
16409,0.298401658,5.86E-06
16410,0.298407108,5.45E-06
16411,0.298413508,6.40E-06
16412,0.298418975,5.47E-06
16413,0.298426042,7.07E-06
16414,0.298502983,7.69E-05
16415,0.298461883,-4.11E-05
16416,0.298462717,8.34E-07
16417,0.298491383,2.87E-05
16418,0.2984913,-8.30E-08
16419,0.298501275,9.97E-06
16420,0.298504108,2.83E-06
16421,0.29851255,8.44E-06
16422,0.298519358,6.81E-06
16423,0.298529617,1.03E-05
16424,0.29853825,8.63E-06
16425,0.298547275,9.02E-06
16426,0.298556308,9.03E-06
16427,0.298564442,8.13E-06
16428,0.298573442,9.00E-06
16429,0.298585175,1.17E-05
16430,0.2985943,9.12E-06
16431,0.298604908,1.06E-05
16432,0.298614192,9.28E-06
16433,0.298625458,1.13E-05
16434,0.298638567,1.31E-05
16435,0.298656408,1.78E-05
16436,0.298675017,1.86E-05
16437,0.298692875,1.79E-05
16438,0.298702883,1.00E-05
16439,0.298712483,9.60E-06
16440,0.298720283,7.80E-06
16441,0.298727967,7.68E-06
16442,0.298734467,6.50E-06
16443,0.298745108,1.06E-05
16444,0.298741242,-3.87E-06
16445,0.298721892,-1.94E-05
16446,0.298719642,-2.25E-06
16447,0.298732517,1.29E-05
16448,0.298757033,2.45E-05
16449,0.298764533,7.50E-06
16450,0.2987623,-2.23E-06
16451,0.298748233,-1.41E-05
16452,0.298749483,1.25E-06
16453,0.298770792,2.13E-05
16454,0.298754292,-1.65E-05
16455,0.298780325,2.60E-05
16456,0.298787883,7.56E-06
16457,0.298795083,7.20E-06
16458,0.298792883,-2.20E-06
16459,0.2987931,2.17E-07
16460,0.298798208,5.11E-06
16461,0.298805317,7.11E-06
16462,0.298811858,6.54E-06
16463,0.298814967,3.11E-06
16464,0.298816933,1.97E-06
16465,0.298826858,9.92E-06
16466,0.2988309,4.04E-06
16467,0.298834225,3.32E-06
16468,0.298841192,6.97E-06
16469,0.298844517,3.32E-06
16470,0.298850675,6.16E-06
16471,0.298857,6.32E-06
16472,0.298862217,5.22E-06
16473,0.298866783,4.57E-06
16474,0.29887665,9.87E-06
16475,0.298878775,2.12E-06
16476,0.2988848,6.03E-06
16477,0.298892133,7.33E-06
16478,0.298896525,4.39E-06
16479,0.298900933,4.41E-06
16480,0.298905,4.07E-06
16481,0.29891355,8.55E-06
16482,0.298917558,4.01E-06
16483,0.298921408,3.85E-06
16484,0.298928833,7.43E-06
16485,0.298932567,3.73E-06
16486,0.298938258,5.69E-06
16487,0.298941167,2.91E-06
16488,0.29894675,5.58E-06
16489,0.298946883,1.33E-07
16490,0.298952875,5.99E-06
16491,0.298958192,5.32E-06
16492,0.298964,5.81E-06
16493,0.298966908,2.91E-06
16494,0.298972067,5.16E-06
16495,0.298975625,3.56E-06
16496,0.298980775,5.15E-06
16497,0.298985517,4.74E-06
16498,0.298990825,5.31E-06
16499,0.298995767,4.94E-06
16500,0.299000608,4.84E-06
16501,0.299005833,5.22E-06
16502,0.299011733,5.90E-06
16503,0.299005933,-5.80E-06
16504,0.2990111,5.17E-06
16505,0.299014767,3.67E-06
16506,0.299020042,5.27E-06
16507,0.2990245,4.46E-06
16508,0.299029408,4.91E-06
16509,0.299036575,7.17E-06
16510,0.299042617,6.04E-06
16511,0.29904775,5.13E-06
16512,0.299055292,7.54E-06
16513,0.299059717,4.43E-06
16514,0.299065767,6.05E-06
16515,0.299071225,5.46E-06
16516,0.299076333,5.11E-06
16517,0.299066133,-1.02E-05
16518,0.2990936,2.75E-05
16519,0.299097875,4.27E-06
16520,0.299101725,3.85E-06
16521,0.299104525,2.80E-06
16522,0.299108125,3.60E-06
16523,0.299112117,3.99E-06
16524,0.2991171,4.98E-06
16525,0.299117208,1.08E-07
16526,0.299121317,4.11E-06
16527,0.29912085,-4.67E-07
16528,0.299122808,1.96E-06
16529,0.299121642,-1.17E-06
16530,0.299126033,4.39E-06
16531,0.299128017,1.98E-06
16532,0.299125008,-3.01E-06
16533,0.299129517,4.51E-06
16534,0.299136808,7.29E-06
16535,0.29914175,4.94E-06
16536,0.299144417,2.67E-06
16537,0.299148167,3.75E-06
16538,0.299151475,3.31E-06
16539,0.299150717,-7.58E-07
16540,0.2991499,-8.17E-07
16541,0.2991512,1.30E-06
16542,0.299155,3.80E-06
16543,0.299152858,-2.14E-06
16544,0.299143917,-8.94E-06
16545,0.2991505,6.58E-06
16546,0.29915295,2.45E-06
16547,0.299154292,1.34E-06
16548,0.299161767,7.48E-06
16549,0.299175858,1.41E-05
16550,0.299188625,1.28E-05
16551,0.299246475,5.79E-05
16552,0.299306367,5.99E-05
16553,0.299363125,5.68E-05
16554,0.299355175,-7.95E-06
16555,0.299370842,1.57E-05
16556,0.299397875,2.70E-05
16557,0.299406025,8.15E-06
16558,0.299411225,5.20E-06
16559,0.299412733,1.51E-06
16560,0.299420467,7.73E-06
16561,0.299429158,8.69E-06
16562,0.29943885,9.69E-06
16563,0.299446708,7.86E-06
16564,0.299454442,7.73E-06
16565,0.2994487,-5.74E-06
16566,0.299462225,1.35E-05
16567,0.299471867,9.64E-06
16568,0.299469283,-2.58E-06
16569,0.299469792,5.09E-07
16570,0.299468367,-1.42E-06
16571,0.299466892,-1.48E-06
16572,0.299466025,-8.67E-07
16573,0.299467158,1.13E-06
16574,0.299472133,4.97E-06
16575,0.299476158,4.03E-06
16576,0.299479775,3.62E-06
16577,0.299483033,3.26E-06
16578,0.299488567,5.53E-06
16579,0.29949095,2.38E-06
16580,0.299496192,5.24E-06
16581,0.299501292,5.10E-06
16582,0.299506258,4.97E-06
16583,0.299513242,6.98E-06
16584,0.2995194,6.16E-06
16585,0.2995233,3.90E-06
16586,0.2995285,5.20E-06
16587,0.299532708,4.21E-06
16588,0.299539742,7.03E-06
16589,0.299544883,5.14E-06
16590,0.299553017,8.13E-06
16591,0.299557575,4.56E-06
16592,0.299565092,7.52E-06
16593,0.299572533,7.44E-06
16594,0.299578133,5.60E-06
16595,0.299584433,6.30E-06
16596,0.299594042,9.61E-06
16597,0.299602467,8.42E-06
16598,0.299610283,7.82E-06
16599,0.299618383,8.10E-06
16600,0.299625342,6.96E-06
16601,0.299632108,6.77E-06
16602,0.299638242,6.13E-06
16603,0.299647167,8.92E-06
16604,0.29965605,8.88E-06
16605,0.299663175,7.12E-06
16606,0.299670742,7.57E-06
16607,0.29967795,7.21E-06
16608,0.299686625,8.67E-06
16609,0.299695,8.38E-06
16610,0.299703775,8.78E-06
16611,0.299711908,8.13E-06
16612,0.299718358,6.45E-06
16613,0.299724625,6.27E-06
16614,0.299732975,8.35E-06
16615,0.299739533,6.56E-06
16616,0.299746667,7.13E-06
16617,0.299753408,6.74E-06
16618,0.29976145,8.04E-06
16619,0.299768142,6.69E-06
16620,0.299775683,7.54E-06
16621,0.299782558,6.87E-06
16622,0.2997904,7.84E-06
16623,0.299797058,6.66E-06
16624,0.299804717,7.66E-06
16625,0.299813467,8.75E-06
16626,0.299819158,5.69E-06
16627,0.299826633,7.48E-06
16628,0.299833708,7.07E-06
16629,0.299839367,5.66E-06
16630,0.299846625,7.26E-06
16631,0.299855883,9.26E-06
16632,0.299864492,8.61E-06
16633,0.299865208,7.16E-07
16634,0.29987175,6.54E-06
16635,0.299879367,7.62E-06
16636,0.299887175,7.81E-06
16637,0.299891442,4.27E-06
16638,0.299901217,9.77E-06
16639,0.299907783,6.57E-06
16640,0.299913608,5.83E-06
16641,0.299946542,3.29E-05
16642,0.299943467,-3.07E-06
16643,0.299943808,3.41E-07
16644,0.299958367,1.46E-05
16645,0.29996615,7.78E-06
16646,0.299968067,1.92E-06
16647,0.299968408,3.41E-07
16648,0.299972333,3.92E-06
16649,0.29997925,6.92E-06
16650,0.299985183,5.93E-06
16651,0.299992467,7.28E-06
16652,0.299997575,5.11E-06
16653,0.300003925,6.35E-06
16654,0.300010358,6.43E-06
16655,0.300016183,5.83E-06
16656,0.300020358,4.17E-06
16657,0.30002745,7.09E-06
16658,0.30003375,6.30E-06
16659,0.300039242,5.49E-06
16660,0.300044933,5.69E-06
16661,0.300052808,7.87E-06
16662,0.300057525,4.72E-06
16663,0.300064075,6.55E-06
16664,0.30007075,6.68E-06
16665,0.300076375,5.63E-06
16666,0.300082408,6.03E-06
16667,0.300088908,6.50E-06
16668,0.300095242,6.33E-06
16669,0.300100692,5.45E-06
16670,0.300106142,5.45E-06
16671,0.300113383,7.24E-06
16672,0.30012045,7.07E-06
16673,0.300125717,5.27E-06
16674,0.300126883,1.17E-06
16675,0.30013385,6.97E-06
16676,0.300140133,6.28E-06
16677,0.300144908,4.78E-06
16678,0.300150675,5.77E-06
16679,0.300157583,6.91E-06
16680,0.30016295,5.37E-06
16681,0.300168158,5.21E-06
16682,0.300173833,5.67E-06
16683,0.300169975,-3.86E-06
16684,0.300175842,5.87E-06
16685,0.300182842,7.00E-06
16686,0.300188208,5.37E-06
16687,0.30019475,6.54E-06
16688,0.300200917,6.17E-06
16689,0.300206725,5.81E-06
16690,0.30021355,6.82E-06
16691,0.300220433,6.88E-06
16692,0.3002252,4.77E-06
16693,0.300231692,6.49E-06
16694,0.300236817,5.12E-06
16695,0.300243733,6.92E-06
16696,0.300249442,5.71E-06
16697,0.300255642,6.20E-06
16698,0.300261225,5.58E-06
16699,0.300268442,7.22E-06
16700,0.300273483,5.04E-06
16701,0.300279333,5.85E-06
16702,0.300286908,7.58E-06
16703,0.300291367,4.46E-06
16704,0.300297833,6.47E-06
16705,0.3003031,5.27E-06
16706,0.300309508,6.41E-06
16707,0.300315383,5.87E-06
16708,0.300320875,5.49E-06
16709,0.300326108,5.23E-06
16710,0.30033585,9.74E-06
16711,0.300341792,5.94E-06
16712,0.300348108,6.32E-06
16713,0.300354167,6.06E-06
16714,0.300360275,6.11E-06
16715,0.300366117,5.84E-06
16716,0.300371083,4.97E-06
16717,0.300377033,5.95E-06
16718,0.3003846,7.57E-06
16719,0.300390267,5.67E-06
16720,0.300396242,5.97E-06
16721,0.300401517,5.28E-06
16722,0.300409517,8.00E-06
16723,0.300415792,6.28E-06
16724,0.300420675,4.88E-06
16725,0.300426275,5.60E-06
16726,0.300443775,1.75E-05
16727,0.3004488,5.02E-06
16728,0.300455767,6.97E-06
16729,0.300461242,5.48E-06
16730,0.300468058,6.82E-06
16731,0.300473508,5.45E-06
16732,0.300480692,7.18E-06
16733,0.300487133,6.44E-06
16734,0.300492967,5.83E-06
16735,0.300498575,5.61E-06
16736,0.300496025,-2.55E-06
16737,0.300502475,6.45E-06
16738,0.300508942,6.47E-06
16739,0.300515275,6.33E-06
16740,0.300519592,4.32E-06
16741,0.30052535,5.76E-06
16742,0.300533833,8.48E-06
16743,0.300538908,5.08E-06
16744,0.300544717,5.81E-06
16745,0.30055055,5.83E-06
16746,0.3005567,6.15E-06
16747,0.300558858,2.16E-06
16748,0.300565008,6.15E-06
16749,0.3005717,6.69E-06
16750,0.300577142,5.44E-06
16751,0.300581642,4.50E-06
16752,0.300588608,6.97E-06
16753,0.300594592,5.98E-06
16754,0.300600942,6.35E-06
16755,0.3006063,5.36E-06
16756,0.300612358,6.06E-06
16757,0.300618775,6.42E-06
16758,0.30062445,5.67E-06
16759,0.300631175,6.72E-06
16760,0.300637133,5.96E-06
16761,0.3006432,6.07E-06
16762,0.300649358,6.16E-06
16763,0.300655283,5.93E-06
16764,0.300660867,5.58E-06
16765,0.300666725,5.86E-06
16766,0.300673817,7.09E-06
16767,0.30067905,5.23E-06
16768,0.300685117,6.07E-06
16769,0.300690533,5.42E-06
16770,0.30069705,6.52E-06
16771,0.300703817,6.77E-06
16772,0.30070915,5.33E-06
16773,0.300714858,5.71E-06
16774,0.300721767,6.91E-06
16775,0.300727633,5.87E-06
16776,0.300732983,5.35E-06
16777,0.300737325,4.34E-06
16778,0.300745292,7.97E-06
16779,0.300751758,6.47E-06
16780,0.300756983,5.22E-06
16781,0.300763258,6.28E-06
16782,0.300769225,5.97E-06
16783,0.300774342,5.12E-06
16784,0.300779567,5.23E-06
16785,0.300786633,7.07E-06
16786,0.300789933,3.30E-06
16787,0.300795317,5.38E-06
16788,0.300801875,6.56E-06
16789,0.300808325,6.45E-06
16790,0.3008157,7.38E-06
16791,0.300820742,5.04E-06
16792,0.300826933,6.19E-06
16793,0.300833575,6.64E-06
16794,0.3008406,7.02E-06
16795,0.300845867,5.27E-06
16796,0.300850933,5.07E-06
16797,0.300856733,5.80E-06
16798,0.300863608,6.88E-06
16799,0.3008689,5.29E-06
16800,0.30087415,5.25E-06
16801,0.30088075,6.60E-06
16802,0.30088725,6.50E-06
16803,0.300894225,6.98E-06
16804,0.300899983,5.76E-06
16805,0.300905067,5.08E-06
16806,0.300911992,6.92E-06
16807,0.300918708,6.72E-06
16808,0.3009234,4.69E-06
16809,0.300929717,6.32E-06
16810,0.300936108,6.39E-06
16811,0.300942117,6.01E-06
16812,0.300946633,4.52E-06
16813,0.30095235,5.72E-06
16814,0.300958933,6.58E-06
16815,0.300965125,6.19E-06
16816,0.30097055,5.43E-06
16817,0.30097815,7.60E-06
16818,0.300984033,5.88E-06
16819,0.300989258,5.22E-06
16820,0.3009953,6.04E-06
16821,0.301001842,6.54E-06
16822,0.301007292,5.45E-06
16823,0.30101235,5.06E-06
16824,0.30102005,7.70E-06
16825,0.301031375,1.13E-05
16826,0.30103765,6.28E-06
16827,0.301042683,5.03E-06
16828,0.301049817,7.13E-06
16829,0.301056092,6.28E-06
16830,0.30106215,6.06E-06
16831,0.301068,5.85E-06
16832,0.301074408,6.41E-06
16833,0.301090683,1.63E-05
16834,0.301094892,4.21E-06
16835,0.301101508,6.62E-06
16836,0.301106525,5.02E-06
16837,0.301113983,7.46E-06
16838,0.301120117,6.13E-06
16839,0.301128433,8.32E-06
16840,0.301134717,6.28E-06
16841,0.301140567,5.85E-06
16842,0.301147125,6.56E-06
16843,0.301152883,5.76E-06
16844,0.301159733,6.85E-06
16845,0.30116585,6.12E-06
16846,0.301170983,5.13E-06
16847,0.301177067,6.08E-06
16848,0.301182833,5.77E-06
16849,0.301192242,9.41E-06
16850,0.301199067,6.82E-06
16851,0.301203742,4.68E-06
16852,0.301211592,7.85E-06
16853,0.301217467,5.88E-06
16854,0.301224633,7.17E-06
16855,0.301230833,6.20E-06
16856,0.301235883,5.05E-06
16857,0.30124155,5.67E-06
16858,0.301246975,5.42E-06
16859,0.3012537,6.73E-06
16860,0.301260575,6.87E-06
16861,0.301265042,4.47E-06
16862,0.301271367,6.33E-06
16863,0.301277967,6.60E-06
16864,0.301282675,4.71E-06
16865,0.301289,6.32E-06
16866,0.301295592,6.59E-06
16867,0.301301667,6.07E-06
16868,0.301308425,6.76E-06
16869,0.301313575,5.15E-06
16870,0.301319608,6.03E-06
16871,0.301325292,5.68E-06
16872,0.301331642,6.35E-06
16873,0.301338542,6.90E-06
16874,0.30134245,3.91E-06
16875,0.301349708,7.26E-06
16876,0.301355392,5.68E-06
16877,0.3013603,4.91E-06
16878,0.301367042,6.74E-06
16879,0.30137275,5.71E-06
16880,0.301378883,6.13E-06
16881,0.301385133,6.25E-06
16882,0.30139175,6.62E-06
16883,0.301396192,4.44E-06
16884,0.301401175,4.98E-06
16885,0.301407858,6.68E-06
16886,0.301414392,6.53E-06
16887,0.301419775,5.38E-06
16888,0.301425633,5.86E-06
16889,0.3014356,9.97E-06
16890,0.301441633,6.03E-06
16891,0.301447758,6.13E-06
16892,0.301454392,6.63E-06
16893,0.301459842,5.45E-06
16894,0.301466558,6.72E-06
16895,0.301471367,4.81E-06
16896,0.301478342,6.98E-06
16897,0.301484183,5.84E-06
16898,0.301490408,6.22E-06
16899,0.301495842,5.43E-06
16900,0.301502933,7.09E-06
16901,0.301508258,5.33E-06
16902,0.30151385,5.59E-06
16903,0.301521242,7.39E-06
16904,0.301527708,6.47E-06
16905,0.301532008,4.30E-06
16906,0.301537533,5.53E-06
16907,0.301545267,7.73E-06
16908,0.301550567,5.30E-06
16909,0.301556183,5.62E-06
16910,0.301562467,6.28E-06
16911,0.301568858,6.39E-06
16912,0.301574117,5.26E-06
16913,0.301580158,6.04E-06
16914,0.301586183,6.03E-06
16915,0.301592908,6.72E-06
16916,0.301602117,9.21E-06
16917,0.301607108,4.99E-06
16918,0.30161385,6.74E-06
16919,0.30161975,5.90E-06
16920,0.301625167,5.42E-06
16921,0.301630817,5.65E-06
16922,0.301637142,6.33E-06
16923,0.301643717,6.57E-06
16924,0.301648792,5.08E-06
16925,0.301653708,4.92E-06
16926,0.301647208,-6.50E-06
16927,0.301652317,5.11E-06
16928,0.301657317,5.00E-06
16929,0.301659067,1.75E-06
16930,0.30165815,-9.17E-07
16931,0.301593233,-6.49E-05
16932,0.301585833,-7.40E-06
16933,0.301545942,-3.99E-05
16934,0.3015323,-1.36E-05
16935,0.301541725,9.43E-06
16936,0.301553308,1.16E-05
16937,0.301567225,1.39E-05
16938,0.301578408,1.12E-05
16939,0.30159265,1.42E-05
16940,0.301613775,2.11E-05
16941,0.301627783,1.40E-05
16942,0.301642217,1.44E-05
16943,0.3016569,1.47E-05
16944,0.301669383,1.25E-05
16945,0.301681817,1.24E-05
16946,0.301694983,1.32E-05
16947,0.301704858,9.87E-06
16948,0.301713992,9.13E-06
16949,0.301721958,7.97E-06
16950,0.30173245,1.05E-05
16951,0.301740158,7.71E-06
16952,0.301749858,9.70E-06
16953,0.301757158,7.30E-06
16954,0.301762458,5.30E-06
16955,0.301769175,6.72E-06
16956,0.301774633,5.46E-06
16957,0.301781017,6.38E-06
16958,0.301789275,8.26E-06
16959,0.301793392,4.12E-06
16960,0.301799433,6.04E-06
16961,0.301804708,5.27E-06
16962,0.301812567,7.86E-06
16963,0.301819125,6.56E-06
16964,0.301824725,5.60E-06
16965,0.3018318,7.07E-06
16966,0.301838108,6.31E-06
16967,0.30184535,7.24E-06
16968,0.301850875,5.53E-06
16969,0.301856358,5.48E-06
16970,0.301862917,6.56E-06
16971,0.301868558,5.64E-06
16972,0.301875025,6.47E-06
16973,0.301881625,6.60E-06
16974,0.301887258,5.63E-06
16975,0.30189155,4.29E-06
16976,0.301896392,4.84E-06
16977,0.301903917,7.53E-06
16978,0.301910333,6.42E-06
16979,0.301916058,5.73E-06
16980,0.301923325,7.27E-06
16981,0.301927908,4.58E-06
16982,0.301933825,5.92E-06
16983,0.3019399,6.07E-06
16984,0.30194635,6.45E-06
16985,0.301951767,5.42E-06
16986,0.301957642,5.88E-06
16987,0.301964367,6.72E-06
16988,0.301969875,5.51E-06
16989,0.3019759,6.03E-06
16990,0.301981525,5.62E-06
16991,0.301988292,6.77E-06
16992,0.301993317,5.02E-06
16993,0.301999758,6.44E-06
16994,0.302006383,6.62E-06
16995,0.3020127,6.32E-06
16996,0.302018658,5.96E-06
16997,0.302024258,5.60E-06
16998,0.302029492,5.23E-06
16999,0.302036125,6.63E-06
17000,0.30204195,5.83E-06
17001,0.302048142,6.19E-06
17002,0.302054325,6.18E-06
17003,0.302059092,4.77E-06
17004,0.302065367,6.28E-06
17005,0.302072442,7.08E-06
17006,0.302074475,2.03E-06
17007,0.3020797,5.22E-06
17008,0.30208495,5.25E-06
17009,0.302092733,7.78E-06
17010,0.30209695,4.22E-06
17011,0.30209965,2.70E-06
17012,0.302106458,6.81E-06
17013,0.302111942,5.48E-06
17014,0.302118017,6.07E-06
17015,0.30212385,5.83E-06
17016,0.3021296,5.75E-06
17017,0.302135425,5.83E-06
17018,0.302141683,6.26E-06
17019,0.302148408,6.72E-06
17020,0.302153417,5.01E-06
17021,0.302159775,6.36E-06
17022,0.302165208,5.43E-06
17023,0.30217175,6.54E-06
17024,0.30217895,7.20E-06
17025,0.302182383,3.43E-06
17026,0.302187592,5.21E-06
17027,0.302192042,4.45E-06
17028,0.302199067,7.02E-06
17029,0.302204708,5.64E-06
17030,0.302211417,6.71E-06
17031,0.30221645,5.03E-06
17032,0.302221858,5.41E-06
17033,0.302228308,6.45E-06
17034,0.302232558,4.25E-06
17035,0.302238175,5.62E-06
17036,0.3022444,6.23E-06
17037,0.302251125,6.72E-06
17038,0.302255483,4.36E-06
17039,0.302262375,6.89E-06
17040,0.302266667,4.29E-06
17041,0.302273508,6.84E-06
17042,0.302279508,6.00E-06
17043,0.302285775,6.27E-06
17044,0.302290625,4.85E-06
17045,0.302297742,7.12E-06
17046,0.302308317,1.06E-05
17047,0.30231425,5.93E-06
17048,0.302320975,6.72E-06
17049,0.302327517,6.54E-06
17050,0.302332108,4.59E-06
17051,0.302337717,5.61E-06
17052,0.302344217,6.50E-06
17053,0.3023513,7.08E-06
17054,0.302357292,5.99E-06
17055,0.302364842,7.55E-06
17056,0.302369342,4.50E-06
17057,0.302376483,7.14E-06
17058,0.302382867,6.38E-06
17059,0.302388692,5.83E-06
17060,0.302394142,5.45E-06
17061,0.302399308,5.17E-06
17062,0.3024059,6.59E-06
17063,0.302411442,5.54E-06
17064,0.302417025,5.58E-06
17065,0.302423117,6.09E-06
17066,0.302429742,6.62E-06
17067,0.302435042,5.30E-06
17068,0.302442217,7.18E-06
17069,0.30244805,5.83E-06
17070,0.30245955,1.15E-05
17071,0.3024656,6.05E-06
17072,0.302470217,4.62E-06
17073,0.30247565,5.43E-06
17074,0.30247935,3.70E-06
17075,0.30248625,6.90E-06
17076,0.302492233,5.98E-06
17077,0.302497175,4.94E-06
17078,0.302498458,1.28E-06
17079,0.302501375,2.92E-06
17080,0.302502575,1.20E-06
17081,0.302502575,0
17082,0.302490242,-1.23E-05
17083,0.302456675,-3.36E-05
17084,0.302387483,-6.92E-05
17085,0.302330642,-5.68E-05
17086,0.302352083,2.14E-05
17087,0.302361017,8.93E-06
17088,0.302305958,-5.51E-05
17089,0.302323292,1.73E-05
17090,0.302349242,2.59E-05
17091,0.302381675,3.24E-05
17092,0.3023771,-4.58E-06
17093,0.302397258,2.02E-05
17094,0.302420892,2.36E-05
17095,0.302436867,1.60E-05
17096,0.3024464,9.53E-06
17097,0.302464133,1.77E-05
17098,0.302478633,1.45E-05
17099,0.302490867,1.22E-05
17100,0.302501583,1.07E-05
17101,0.302512275,1.07E-05
17102,0.302517375,5.10E-06
17103,0.30252785,1.05E-05
17104,0.3025363,8.45E-06
17105,0.302546175,9.87E-06
17106,0.302551508,5.33E-06
17107,0.302559025,7.52E-06
17108,0.302565817,6.79E-06
17109,0.302574733,8.92E-06
17110,0.302581142,6.41E-06
17111,0.302588175,7.03E-06
17112,0.302596808,8.63E-06
17113,0.302602733,5.93E-06
17114,0.30260855,5.82E-06
17115,0.302615133,6.58E-06
17116,0.302621817,6.68E-06
17117,0.302628375,6.56E-06
17118,0.30263105,2.68E-06
17119,0.302636792,5.74E-06
17120,0.302643217,6.43E-06
17121,0.302648867,5.65E-06
17122,0.302655925,7.06E-06
17123,0.302660625,4.70E-06
17124,0.302668667,8.04E-06
17125,0.302673833,5.17E-06
17126,0.30267965,5.82E-06
17127,0.302686258,6.61E-06
17128,0.302691325,5.07E-06
17129,0.302698542,7.22E-06
17130,0.302705392,6.85E-06
17131,0.302709567,4.17E-06
17132,0.302714492,4.92E-06
17133,0.30271985,5.36E-06
17134,0.302726283,6.43E-06
17135,0.302730733,4.45E-06
17136,0.302736842,6.11E-06
17137,0.302742533,5.69E-06
17138,0.302750233,7.70E-06
17139,0.302756733,6.50E-06
17140,0.302762383,5.65E-06
17141,0.302768883,6.50E-06
17142,0.302774558,5.68E-06
17143,0.302780883,6.32E-06
17144,0.302786458,5.57E-06
17145,0.302791033,4.58E-06
17146,0.30279715,6.12E-06
17147,0.302804825,7.67E-06
17148,0.302810758,5.93E-06
17149,0.302817583,6.82E-06
17150,0.3028222,4.62E-06
17151,0.302826575,4.38E-06
17152,0.302832892,6.32E-06
17153,0.302838458,5.57E-06
17154,0.302845008,6.55E-06
17155,0.302849325,4.32E-06
17156,0.302852633,3.31E-06
17157,0.302856,3.37E-06
17158,0.302859117,3.12E-06
17159,0.302864592,5.47E-06
17160,0.302872608,8.02E-06
17161,0.302878192,5.58E-06
17162,0.302883575,5.38E-06
17163,0.302888875,5.30E-06
17164,0.302893358,4.48E-06
17165,0.302900592,7.23E-06
17166,0.30290655,5.96E-06
17167,0.3029119,5.35E-06
17168,0.30291745,5.55E-06
17169,0.30292375,6.30E-06
17170,0.302930667,6.92E-06
17171,0.3029344,3.73E-06
17172,0.302939683,5.28E-06
17173,0.302945158,5.47E-06
17174,0.302952258,7.10E-06
17175,0.302958642,6.38E-06
17176,0.30296325,4.61E-06
17177,0.302969242,5.99E-06
17178,0.302975267,6.02E-06
17179,0.302979892,4.62E-06
17180,0.30298505,5.16E-06
17181,0.302991867,6.82E-06
17182,0.302998083,6.22E-06
17183,0.303003908,5.83E-06
17184,0.303008525,4.62E-06
17185,0.303014808,6.28E-06
17186,0.303019808,5.00E-06
17187,0.303026058,6.25E-06
17188,0.303031333,5.28E-06
17189,0.303037858,6.52E-06
17190,0.303042883,5.02E-06
17191,0.303050375,7.49E-06
17192,0.303057558,7.18E-06
17193,0.303061675,4.12E-06
17194,0.303068092,6.42E-06
17195,0.303073533,5.44E-06
17196,0.303079217,5.68E-06
17197,0.303083433,4.22E-06
17198,0.303089792,6.36E-06
17199,0.303095108,5.32E-06
17200,0.303102433,7.33E-06
17201,0.303108483,6.05E-06
17202,0.303113525,5.04E-06
17203,0.303118517,4.99E-06
17204,0.303125333,6.82E-06
17205,0.303131008,5.67E-06
17206,0.303135017,4.01E-06
17207,0.3031419,6.88E-06
17208,0.3031473,5.40E-06
17209,0.303153933,6.63E-06
17210,0.303160142,6.21E-06
17211,0.303165,4.86E-06
17212,0.303171975,6.97E-06
17213,0.3031781,6.13E-06
17214,0.303183975,5.87E-06
17215,0.30318965,5.67E-06
17216,0.303196225,6.58E-06
17217,0.303201575,5.35E-06
17218,0.303206267,4.69E-06
17219,0.303211483,5.22E-06
17220,0.303218408,6.92E-06
17221,0.303223717,5.31E-06
17222,0.303229483,5.77E-06
17223,0.30323555,6.07E-06
17224,0.3032415,5.95E-06
17225,0.30324565,4.15E-06
17226,0.303252317,6.67E-06
17227,0.3032574,5.08E-06
17228,0.3032632,5.80E-06
17229,0.303270642,7.44E-06
17230,0.3032766,5.96E-06
17231,0.303268358,-8.24E-06
17232,0.303273425,5.07E-06
17233,0.3032793,5.87E-06
17234,0.303286125,6.83E-06
17235,0.303290642,4.52E-06
17236,0.303296542,5.90E-06
17237,0.303302492,5.95E-06
17238,0.303308117,5.63E-06
17239,0.303314875,6.76E-06
17240,0.303319383,4.51E-06
17241,0.303324658,5.28E-06
17242,0.303331025,6.37E-06
17243,0.303337192,6.17E-06
